suppcode,partnumber,partname,stdpack,kategori,lokasi,stdpack_supp,input_user,input_date,imincl
"10733","A8A-0063-07","REAR PANEL","240","","PB-Q-136","240","pthtp","2020-02-09","1 "
"10733","A8A-0063-0C-TS","REAR PANEL","999999","","","999999","Administrator","2018-04-24","  "
"10733","A8A-0071-00","REAR PANEL","136","","PB-Q-129","136","pthtp","2018-10-26","1 "
"10703","B1B-0206-00-TS","REF.SHEET","999999","","","999999","Administrator","2019-10-07","1 "
"11855","B1K-0041-00","LIGHTING BOARD","60","","FB-L2-020","1200","marketingtechno","2018-03-21","1 "
"10620","B4A-0033-10","NAME PLATE     ","999999","","","1000","flexi2009","2016-08-02","1 "
"10620","B4A-1243-00","STICKER","999999","","FS-K4-28","1000","flexi2009","2020-02-24","  "
"10703","B4A-1752-00","STICKER","999999","","JS1-307","999999","Administrator","2022-07-27","1 "
"10620","B4C-0255-07","POP STICKER    ","999999","","","2000","flexi2009","2020-02-24","1 "
"10698","B5A-0107-15","INST.MANUAL","40","","FB-R1-169","40","ptcps01","2019-08-29","1 "
"10775","B5A-0340-01","INST.MANUAL    ","40","","W-107     ","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0762-00","INST.MANUAL    ","20","","X-096     ","20","ManualProcedure","2016-06-03","1 "
"10698","B5A-0816-00","INST.MANUAL    ","40","","FB-R1-050","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0821-01","INST.MANUAL    ","40","","XK-095    ","40","ManualProcedure","2016-06-03","  "
"10775","B5A-0960-00","INST.MANUAL","40","","FB-WM-40","40","pdmbl-si","2016-08-24","1 "
"10698","B5A-1048-05","INST.MANUAL","40","","XM-508","40","ptcps01","2016-07-28","1 "
"10698","B5A-1059-03","INST.MANUAL    ","40","","FB-XM-065","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-1596-14","INST.MANUAL","40","","XM-191","40","ptcps01","2016-12-30","1 "
"10775","B5A-1647-00","INST.MANUAL","10","","WM-001","10","pdmbl-si","2016-10-05","1 "
"10698","B5A-1733-00","INST.MANUAL","40","","C2-XM-198","40","ptcps01","2017-01-04","1 "
"10698","B5A-1734-02","INST.MANUAL","40","","FB-XM-205","40","ptcps01","2017-01-20","1 "
"10775","B5A-1996-05","INST.MANUAL","40","","FB-E2-064","40","pdmbl-si","2017-02-02","1 "
"10775","B5A-2132-10","INST.MANUAL","20","","FB-R2-031","20","pdmbl-si","2018-10-17","1 "
"10698","B5A-2146-11","INST.MANUAL","40","","FB-E1-087","40","ptcps01","2018-02-28","1 "
"10698","B5A-2300-03","INST.MANUAL","40","","FB-E1-118","40","ptcps01","2019-11-05","1 "
"10698","B5A-2371-00","INST.MANUAL","40","","FB-XM-391","40","ptcps01","2018-02-26","1 "
"10775","B5A-2386-00","INST.MANUAL","40","","WK-167","10","pdmbl-si","2017-09-08","1 "
"10775","B5A-2409-00","INST.MANUAL","40","","FB-R2-080","40","pdmbl-si","2017-09-13","1 "
"10775","B5A-2483-00","INST.MANUAL","40","","FB-WM-210","40","pdmbl-si","2018-05-30","  "
"10698","B5A-2488-00","INST.MANUAL","40","","FB-E1-125","40","ptcps01","2018-02-26","  "
"11786","B5A-2602-10","INST.MANUAL","40","","FB-R2-214","40","cinmkt01","2020-02-20","1 "
"10775","B5A-2844-00","INST.MANUAL","40","","FB-E2-095","40","pdmbl-si","2018-12-06","1 "
"10698","B5A-2887-16","INST.MANUAL","40","","BP2-008","40","","2022-03-25","1 "
"10775","B5A-2890-06","INST.MANUAL","40","","FB-E2-126","40","pdmbl-si","2019-05-15","1 "
"10698","B5A-3091-01","INST.MANUAL","999999","","","40","ptcps01","2019-09-25","1 "
"10698","B5A-3094-10","INST.MANUAL","40","","FB-R1-195","20","ptcps01","2019-11-28","1 "
"10775","B5A-3266-11","INST.MANUAL","40","","FB-R2-209","40","pdmbl-si","2020-02-20","1 "
"10775","B5A-3455-00","INST.MANUAL","200","","FB-Y-216","200","","2020-11-10","1 "
"10775","B5A-3486-20","INST.MANUAL","200","","BP1-223","200","","2023-07-01","1 "
"10775","B5A-3490-00","INST.MANUAL","200","","FB-Y-083","200","","2023-07-01","1 "
"10775","B5A-3551-20","INST.MANUAL","40","","FB09-308","40","","2022-04-04","1 "
"10775","B5A-4046-16","INST.MANUAL","40","","FB-E2-324","40","","2022-11-23","1 "
"10698","B5A-4052-13","INST.MANUAL","40","","BP2-015","40","ptcps01","2023-01-06","1 "
"10775","B5A-4488-00","INST.MANUAL","40","","KIT","999999","Administrator","2023-08-03","  "
"10698","B5A-4633-00","INST.MANUAL","40","","BP1-106","40","","2024-09-24","1 "
"10698","B5E-0083-00","INST.MANUAL    ","40","","XM-087  ","40","ManualProcedure","2016-06-03","1 "
"10698","B5H-0153-00","SUB-INST.MANUAL","40","","C2-XM-041","500","ptcps01","2017-01-04","1 "
"10698","B5H-0197-01","SUB-INST.MANUAL","40","","FB-XM-256","999999","Administrator","2017-07-10","1 "
"10775","B5H-0448-00","CAUTION CARD","500","","BP1-082","500","","2022-10-04","1 "
"10775","B5K-0077-01","SUB-INST.MANUAL","40","","WM-113 ","40","ManualProcedure","2016-06-03","1 "
"10698","B5K-0166-00","SUB-INST.MANUAL","500","","X-156     ","500","ManualProcedure","2016-06-03","1 "
"10775","B5K-0606-10","GUIDE BOOK","40","","FB-E2-003","40","pdmbl-si","2019-03-13","1 "
"10775","B5K-0666-10","SUB-INST.MANUAL","40","","FB-R2-178","40","pdmbl-si","2019-10-25","1 "
"10775","B5K-0865-10","GUIDE BOOK","40","","BP1-118","40","","2025-08-21","1 "
"10698","B5K-1093-00","SUB-INST.MANUAL","40","","FB-KL-86","40","","2023-08-22","  "
"10775","B5K-1191-00","GUIDE BOOK","40","","BP2-110","40","","2025-05-27","  "
"10775","B5K-1196-00","SUB-INST.MANUAL","40","","KIT","999999","Administrator","2024-08-15","1 "
"12607","D1D-0095-00","GEAR","500","","M1-055","4000","","2023-12-27","1 "
"10698","B5H-0435-00","SUB-INST.MANUAL","40","","BP2-021","500","","2022-10-26","1 "
"10698","B5K-0159-00","SUB-INST.MANUAL","500","","Y-16      ","500","ManualProcedure","2016-06-03","1 "
"11786","B5K-0554-00","GUIDE BOOK","40","","FB-R2-043","40","cinmkt01","2018-09-06","1 "
"11786","B5K-0556-00","GUIDE BOOK","40","","FB-R2-015","40","cinmkt01","2018-08-03","1 "
"10775","B5K-0683-00","SUB-INST.MANUAL","40","","FB-R2-163","40","pdmbl-si","2019-09-09","1 "
"10698","B5K-1020-00","SUB-INST.MANUAL","40","","FB-E1-333","999999","Administrator","2022-12-15","  "
"10775","B5K-1080-00","SUB-INST.MANUAL","40","","BP2-135","40","","2024-01-06","1 "
"10775","B5K-1094-21","SUB-INST.MANUAL","40","","BP2-125","40","","2024-01-25","1 "
"10775","B5K-1197-00","SUB-INST.MANUAL","40","","KIT","999999","Administrator","2025-01-03","  "
"11855","B9H-0007-00","ESCUTCHEON","20","","HE1-078","40","marketingtechno","2017-06-05","1 "
"11855","B9H-0012-00","ESCUTCHEON","40","","FP1-065","40","marketingtechno","2018-11-07","1 "
"12607","D1D-0094-00","GEAR","175","","M1-048","3150","","2023-12-27","1 "
"10693","E3A-0358-00","DC CORD","50","","FP1-205","50","asahi","2016-10-03","1 "
"10693","E3A-0454-00","CORD W.CON.","100","","FB-D1-013","250","asahi","2017-05-31","1 "
"12607","F0B-0023-00   6","HEAT SINK","1950","","FP2-163","1950","","2023-12-27","  "
"12607","F0B-0042-00   6","HEAT SINK","1260","","FP2-138","1260","","2023-12-27","  "
"10829","F0B-0090-01","HEAT SINK      ","200","","PB-P-014","200","yanjin","2016-09-20","1 "
"10829","F0B-0153-00","HEAT SINK","240","","IE1-142","240","yanjin","2018-06-30","1 "
"12607","F0B-0290-00","HEAT SINK","6","","FP2-189","6","","2024-12-05","  "
"10829","F0B-0305-00-TS","HEAT SINK","999999","","","999999","Administrator","2024-07-10","1 "
"10703","F0C-0115-00","COOL SHEET","999999","","FS-A2","999999","Administrator","2020-10-22","  "
"10703","F0K-0047-0F","SHEET","999999","","JS1-075","999999","Administrator","2016-07-18","1 "
"10703","F0K-0047-0S","SHEET","999999","","FS-A2-120","999999","Administrator","2017-07-31","1 "
"10620","F0K-0052-00","SHEET          ","5000","","JS1-240","5000","ManualProcedure","2016-06-03","1 "
"10703","F0K-0275-00-TS","SHEET","999999","","","999999","Administrator","2018-03-06","  "
"10703","F0K-0390-00","SHEET","999999","","JS1-200","999999","Administrator","2024-03-15","1 "
"10703","F0K-0494-00-TS","SHEET","999999","","","999999","Administrator","2024-05-15","1 "
"10703","F1K-0132-10","BLIND PLATE","999999","","JS1-013","999999","Administrator","2018-10-22","1 "
"10703","G1B-0071-0A","CUSHION        ","999999","","FS-C2","999999","ManualProcedure","2016-06-03","1 "
"10703","G1B-0560-00-TS","CUSHION","999999","","","999999","Administrator","2024-01-29","1 "
"10703","G1D-0034-0J","CONDUCT CUSHION","999999","","FS-A2-124","999999","ManualProcedure","2016-06-03","1 "
"10703","G1D-0477-02","CONDUCT CUSHION","999999","","IE1-186","999999","Administrator","2021-12-15","1 "
"10733","GE10170-001A","TOP CHASSIS    ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10733","GE20222-002A","LCD CASE       ","20","SML","","20","ManualProcedure","2016-06-03","1 "
"10733","GE20254-007A","BOTTOM COVER   ","80","SML","","80","ManualProcedure","2016-06-03","1 "
"10733","GE20307-001A","REAR BRACKET   ","128","",">Q-16     ","128","ManualProcedure","2016-06-03","1 "
"10703","GE32631-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10703","GE32830-004A","INSULATOR      ","200","SML","","999999","chiyoda","2018-09-04","1 "
"10775","GE32913-001A","CARTON         ","50","SML","","50","ManualProcedure","2016-06-03","1 "
"10775","GE33181-001A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10775","GE33684-003A","INNER CARTON   ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GE33742-001A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10774","GE33777-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10698","GE33837-001A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10774","GE33877-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE33897-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34103-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10703","GE34114-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34119-002A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34273-001A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10775","GE34348-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34349-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34408-001A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34524-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34665-002A","NAME PLATE     ","1000","","PRINT     ","1000","ManualProcedure","2016-06-03","1 "
"10775","GE34744-002A","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34760-001A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03","  "
"10733","GE34789-001A","LCD CASE       ","40","","M-22      ","40","ManualProcedure","2016-06-03","1 "
"10775","GE34866-001APP","NAME PLATE     ","1000","","","1000","ManualProcedure","2016-06-03","  "
"10775","GE34866-002A","NAME PLATE     ","1","","PRINT     ","1","ManualProcedure","2016-06-03","1 "
"10775","GE34884-002A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34886-001A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10775","GE35071-001A","NAME PLATE     ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35175-001A","MASTER CARTON  ","10","","T1-218    ","10","ManualProcedure","2016-06-03","1 "
"10774","GE35268-001A","MASTER CARTON  ","10","","T1-317    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35382-001A","INNER CARTON   ","999999","","Z2-202    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35496-001A","INNER CARTON   ","999999","","Z2-341    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35714-001A","INNER CARTON   ","999999","","Z2-006    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35728-002A","NAME PLATE     ","1000","","PRINT-    ","1000","ManualProcedure","2016-06-03","1 "
"10775","GE35762-001A","INNER CARTON   ","999999","","Z2-039    ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36137-001A","MASTER CARTON  ","10","","T1-072    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36227-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE36245-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10620","GE36257-001A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24","1 "
"11786","GE36285-001A","INNER CARTON   ","999999","","Z2-043    ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36316-001A","MASTER CARTON  ","10","","T5-131","10","ManualProcedure","2016-06-03","1 "
"10775","GE36349-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10703","GE40218-064A","SHEET          ","999999","SML","C2-","999999","ManualProcedure","2016-06-03","1 "
"10703","GE40218-0B3A","SHEET          ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10703","GE40320-002A","COOLING RUBBER ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10698","GE40436-001A","OP/CL SHEET    ","500","SML","","500","ManualProcedure","2016-06-03","1 "
"10703","GE40482-001A","LIGHTING SHEET ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10829","GE40499-002A","REG HEAT SINK  ","100","","PB-P-019","100","ManualProcedure","2016-06-03","1 "
"10698","GET0411-009A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0560-001A","INSTR. BOOK    ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0606-003A","INST.BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0617-001M","USB/BT ADP SHT ","200","","Y-29    ","200","ManualProcedure","2016-06-03","1 "
"10698","GET0624-010A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0649-014A","INST.MANUAL    ","200","SML","","200","ManualProcedure","2016-06-03","1 "
"10698","GET0650-001A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0654-003A","INST BK        ","40","SML","C2-XK-086","40","ManualProcedure","2016-06-03","1 "
"10698","GET0675-005A","INST BOOK      ","100","SML","","100","ManualProcedure","2016-06-03","1 "
"10775","GET0677-001B","INST BOOK      ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10698","GET0705-017A","INSTALL MANUAL ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GET0708-006A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0758-007A","INST BOOK      ","40","","W-047     ","40","ManualProcedure","2016-06-03","1 "
"10775","GET0768-001B","","50","","","50","ManualProcedure","2016-06-03","1 "
"10698","GET0787-001A","INST BOOK      ","40","","Y-072     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0787-006A","INST BOOK      ","40","","Y-179     ","40","ManualProcedure","2016-06-03","1 "
"10775","GET0789-003B","","40","","X-106     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0830-001B","INSTRUCT MANUAL","40","","Y-002     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0830-005A","INSTALL MANUAL ","40","","Y-        ","40","ManualProcedure","2016-06-03","  "
"10698","GET0868-001A","INSTALL MANUAL ","40","","X-158     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0907-001A","INST MANUAL    ","40","","X-131     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0943-007A","INST MANUAL    ","40","","V1-21     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0950-001A","INST MANUAL    ","40","","X-048     ","40","ManualProcedure","2016-06-03","1 "
"10774","H0B-0014-00","ITEM CARTON    ","40","","T1-005    ","20","oal03","2019-05-29","1 "
"10774","H0B-0067-00","ITEM CARTON    ","40","","T1-125    ","40","ManualProcedure","2016-06-03","1 "
"10774","H0B-0472-00","ITEM CARTON","999999","","FB-G-031","20","oal03","2019-05-29","1 "
"10774","H0D-0047-00","OUTER CARTON   ","10","","T3-       ","10","ManualProcedure","2016-06-03","1 "
"10774","H0D-0292-00","OUTER CARTON","10","","T3-16","10","oal03","2018-04-18","1 "
"10774","H0D-0420-00","OUTER CARTON","999999","","FB-H-004","10","oal03","2018-08-20","1 "
"10774","H0D-0532-00","OUTER CARTON","20","","BP2-322","10","","2024-08-02","1 "
"12666","H1A-0315-00","PS FOAM FIXTURE","20","","AP2-019","20","request by mr. ","2024-06-18","1 "
"12666","H1A-0352-00","PS FOAM FIXTURE","20","","AP2-022","20","request by mr. ","2024-06-18","1 "
"12666","H1A-0367-00","PS FOAM FIXTURE","999999","","FB07-302","40","request by mr. ","2024-06-18","1 "
"12666","H1A-0395-00","PS FOAM FIXTURE","30","","AP1-011","30","request by mr. ","2024-06-18","1 "
"12666","H1A-0400-10","PS FOAM FIXTURE","20","","AP2-037","20","request by mr. ","2024-06-18","1 "
"12666","H1A-0436-00","PS FOAM FIXTURE","20","","AP2-039","20","","2024-12-11","1 "
"12666","H1A-0485-00","PS FOAM FIXTURE","999999","","","999999","Administrator","2025-10-30","  "
"10774","H1K-0059-01","PACKING FIXTURE","50","","BP2-208","50","request by mr. ","2024-06-18","1 "
"10620","H2B-0017-00","PROTECT SHEET  ","1000","","*K-171    ","1000","ManualProcedure","2016-06-03","  "
"12666","H2F-0294-00","PROTECTION BAG","100","","FS4-105","999999","request by mr. ","2024-06-18","1 "
"10651","H2F-0294-00","PROTECTION BAG","999999","","JS3-131","500","","2024-12-31","1 "
"10651","H2F-0400-01","POLYBAG","200","","JS3-121","999999","Administrator","2022-10-14","1 "
"10775","H4B-0024-00","MOUNT","999999","","KIT","999999","Administrator","2025-01-31","1 "
"10775","H5A-0121-00","ITEM CARTON    ","65","","T2-025    ","65","ManualProcedure","2016-06-03","1 "
"11786","H5A-0141-00","ITEM CARTON    ","999999","","T2-193    ","999999","ManualProcedure","2016-06-03","1 "
"10775","H5A-0309-00","ITEM CARTON    ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10774","H5A-0333-10","ITEM CARTON    ","40","","T2-211    ","20","oal03","2019-07-16","1 "
"10775","H5A-0469-00","ITEM CARTON    ","65","","FP-N-154","65","ManualProcedure","2016-06-03","1 "
"10775","H5A-0470-00","ITEM CARTON    ","65","","T2-336    ","65","ManualProcedure","2016-06-03","1 "
"10698","H5A-0578-00","ITEM CARTON    ","40","","T2-097","1000","ManualProcedure","2016-06-03","1 "
"10698","H5A-0737-10","ITEM CARTON","40","","FP-T2-303","999999","Administrator","2016-12-19","1 "
"10698","H5A-0756-00","ITEM CARTON","40","","T2-219","999999","Administrator","2016-08-15","1 "
"10774","H5A-0769-00","ITEM CARTON","40","","T2-216","40","oal03","2018-04-17","1 "
"10698","H5A-0837-00","ITEM CARTON    ","40","","T1-282    ","999999","ManualProcedure","2016-06-03","1 "
"10698","H5A-1078-03-TS","ITEM CARTON","999999","","","999999","Administrator","2017-02-06","  "
"10775","B5K-1211-10","GUIDE BOOK","999999","","","999999","Administrator","2026-02-14","  "
"10693","E3A-0352-10","DC CORD","50","","FB-D1-032","50","asahi","2016-10-06","1 "
"10706","E3K-0198-00","LEAD WIRE","100","","M1-046","999999","Administrator","2023-08-31","  "
"10706","E3K-0533-00","WIRING HARNESS","100","","FS3-024","3000","","2021-12-24","1 "
"12607","E6D-0039-00","PIN JACK","25","","IE2-124","250","","2023-12-27","1 "
"12607","E7A-0030-00","SCREW TER.BOARD","8","","IE2-129","56","","2023-12-27","1 "
"10829","F0B-0070-03-TS","HEAT SINK","999999","","","200","yanjin","2018-11-09","  "
"10829","F0B-0072-00","HEAT SINK      ","99999","",">P-35     ","300","ManualProcedure","2016-06-03","  "
"10829","F0B-0072-12","HEAT SINK","200","","","450","yanjin","2017-01-16","1 "
"12607","F0B-0225-20","HEAT SINK","999999","","","24","","2024-09-04","  "
"10829","F0B-0297-00","HEAT SINK","100","","DM1-114","100","","2024-10-17","1 "
"11855","F0G-0414-10","HINGE COVER","20","","HE1-072","40","marketingtechno","2020-05-30","1 "
"10620","F0K-0009-00","SHEET          ","999999","","*K-253   ","1000","flexi2009","2020-02-24","1 "
"10703","F0K-0047-0B","SHEET          ","999999","","","999999","ManualProcedure","2016-06-03","  "
"10703","F0K-0322-01","SHEET","999999","","JS1-104","999999","Administrator","2018-10-17","1 "
"10703","F0K-0352-00","SHEET","999999","","JS1-197","999999","Administrator","2023-11-09","1 "
"10703","F2A-0044-00","INS.SHEET","999999","","JS1-111","999999","Administrator","2024-09-13","  "
"10703","F2A-0124-00","INS.SHEET","500","","JS1-139","999999","Administrator","2024-11-14","1 "
"10703","G1B-0099-00","SOFT TAPE      ","999999","","FS-A1-066","999999","ManualProcedure","2016-06-03","1 "
"10703","G1B-0159-00","SHEET          ","999999","","","999999","ManualProcedure","2016-06-03","  "
"10703","G1B-0221-00","CUSHION","999999","","JS1-199","999999","Administrator","2023-11-09","1 "
"10703","G1B-0299-00","SHEET","999999","","*K-403","999999","Administrator","2017-05-08","1 "
"10703","G1B-0561-00","CUSHION","999999","","JS1-032","999999","Administrator","2024-05-03","1 "
"10703","G1D-0034-00","CONDUCT CUSHION","3750","","FS-A1-002","999999","chiyoda","2018-08-28","1 "
"10703","G1D-0034-0M","CONDUCT CUSHION","999999","","FS-A2-141","999999","Administrator","2016-06-13","1 "
"10733","GE10380-201A","TOP CHASSIS    ","40","","FB-W-025","40","ManualProcedure","2016-06-03","1 "
"10776","GE20136-002A","MECHA BKT(L)   ","50","SML","","50","ManualProcedure","2016-06-03","1 "
"10829","GE31894-001A","HEAT SINK      ","80","SML","","80","ManualProcedure","2016-06-03","1 "
"10774","GE33381-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE33755-002A","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE33916-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10703","GE33917-001A","NAME PLATE     ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34103-001APP","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10775","GE34115-001APP","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10775","GE34130-001APP","INNER CARTON   ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10775","GE34356-002A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03","1 "
"10775","GE34381-001APP","INNER CARTON   ","50","SML","","50","ManualProcedure","2016-06-03","  "
"10774","GE34403-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34651-001APP","INNER CARTON   ","50","","","50","ManualProcedure","2016-06-03","1 "
"10775","GE34668-005A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE34673-002A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34678-002A","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34687-002A","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34709-002A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03","1 "
"10774","GE34751-002A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10775","GE34752-002A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34755-001APP","NAME PLATE     ","1000","","","1000","ManualProcedure","2016-06-03","  "
"10774","GE34778-001A","MASTER CARTON  ","10","","T1-223    ","10","ManualProcedure","2016-06-03","1 "
"10829","GE34810-001A","HEAT SINK      ","200","",">P-08     ","200","ManualProcedure","2016-06-03","1 "
"10775","GE34860-001APP","NAME PLATE     ","1000","","","1000","ManualProcedure","2016-06-03","1 "
"10775","GE34860-002A","NAME PLATE     ","1","","PRINT     ","1","ManualProcedure","2016-06-03","1 "
"10775","GE34866-003A","NAME PLATE     ","1","","PRINT     ","1","ManualProcedure","2016-06-03","1 "
"10774","GE34877-001A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10775","GE34882-001A","INNER CARTON   ","40","","Z2-305    ","40","ManualProcedure","2016-06-03","1 "
"10774","GE35049-001A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE35131-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35133-001A","MASTER CARTON  ","10","","T1-323    ","10","ManualProcedure","2016-06-03","1 "
"10774","GE35148-001A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10774","GE35457-001A","MASTER CARTON  ","10","","","10","ManualProcedure","2016-06-03","1 "
"10775","GE35485-001A","INNER CARTON   ","999999","","Z2-282    ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35545-001A","MASTER CARTON  ","10","","Z1-282    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35725-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35727-001A","MASTER CARTON  ","10","","T1-002    ","10","ManualProcedure","2016-06-03","1 "
"10774","GE35745-001A","MASTER CARTON  ","10","","T1-057    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35767-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35961-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE36090-003A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36092-001A","MASTER CARTON  ","10","","T1-118    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36132-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10775","GE34977-003A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE34983-003A","NAME PLATE     ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35045-001A","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE35048-001A","INNER CARTON   ","1","","","1","ManualProcedure","2016-06-03","1 "
"10775","GE35052-002A","NAME PLATE     ","1","","PRINT     ","1","ManualProcedure","2016-06-03","1 "
"10775","GE35320-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35537-001A","MASTER CARTON  ","10","","T1-186    ","10","ManualProcedure","2016-06-03","1 "
"10620","GE35668-001A","REFLECTION SHT ","1000","","FS-A4-053","1000","flexi2009","2016-07-15","1 "
"10775","GE35720-001A","INNER CARTON   ","999999","","Z2-003    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35746-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
